API_COUNTY,API_NUMBER,COUNTY_CODE,SECTION,TOWNSHIP,RANGE,LEASE_NAME,WELL_NUMBER,STATUS,QUARTER4,QUARTER3,QUARTER2,QUARTER1,WELL_TYPE,MAXPRESSURE,MAXRATE,LAST_MIT_DATE,FORMATION,FORMATION_TOP_DEPTH,FORMATION_BOTTOM_DEPTH,PACKERDEPTH,ORDER_NUMBER,LATITUDE,LONGITUDE,OPERATOR#,OPERATOR,STIPULATIONS,                                                                                                       
19,5793,19,8,03S,02W,SGDSU                         , 63-11 ,AC,    ,NE  ,SW  ,NE  ,2R ,2000,600,11/5/07,DEESE                                   ,2433,2722,2383,399513,34.313422,-97.42761,22182,LINN OPERATING INC                      ,                                                                                       ,
19,4238,19,17,02S,02W,WJPU                          ,97,AC,SE  ,NE  ,SW  ,NE  ,2R ,1500,1500,8/10/10,DEESE                                   ,0,3014,1300,130830,34.385506,-97.42707,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,4238,19,17,02S,02W,WJPU                          ,97,AC,SE  ,NE  ,SW  ,NE  ,2R ,1500,1500,8/10/10,HOXBAR                                  ,1318,0,1300,130830,34.385506,-97.42707,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
27,35898,27,5,09N,02W,HEITZ                         ,1,PA,    ,    ,SE  ,SE  ,2D ,1500,2500,12/21/99,LAYTON                                  ,5252,5292,5200,342632,35.278273,-97.42589,3186,CONTINENTAL RESOURCES INC               ,                                                                                       ,
19,4035,19,8,02S,02W,WJPU                          ,70,AC,    ,SW  ,SE  ,SE  ,2R ,1550,1600,7/21/10,HOXBAR-DEESE                            ,1388,2570,1300,130830,34.3914,-97.42543,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,4226,19,17,02S,02W,WJPU                          ,91,AC,    ,SW  ,NE  ,NE  ,2R ,1500,1500,7/17/10,DEESE                                   ,0,2688,1400,130830,34.387773,-97.42543,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,4226,19,17,02S,02W,WJPU                          ,91,AC,    ,SW  ,NE  ,NE  ,2R ,1500,1500,7/17/10,HOXBAR                                  ,1422,0,1400,130830,34.387773,-97.42543,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,5791,19,8,03S,02W,SGDSU                         , 62B-3 ,TM,    ,NW  ,SE  ,NE  ,2R ,2000,600,          ,DEESE                                   ,2733,4790,2700,367929,34.313422,-97.42543,13181,FOREST OIL PERMIAN CORPORATION          ,                                                                                       ,
19,5828,19,8,03S,02W,SGDSU                         , 65-3  ,AC,    ,NW  ,SE  ,SE  ,2R ,2000,600,5/25/12,DEESE                                   ,2487,2852,2442,397428,34.306168,-97.42543,22182,LINN OPERATING INC                      ,                                                                                       ,
19,14101,19,17,02S,02W,WJPU (FARM 2)                 ,113,PA,    ,NW  ,NE  ,SE  ,2R ,1550,1600,5/3/96,HOXBAR-DEESE                            ,1415,2460,1300,130830,34.382333,-97.42543,13734,TEXACO EXPLORATION & PROD INC           ,                                                                                       ,
19,22168,19,8,03S,02W,SGDSU                         , 65-1A ,AC,    ,NW  ,NE  ,SE  ,2R ,2000,600,11/6/07,DEESE SANDS                             ,2650,4020,2600,397427,34.309795,-97.42543,22182,LINN OPERATING INC                      ,                                                                                       ,
19,4225,19,17,02S,02W,WJPU                          ,92,TM,C   ,SE  ,NE  ,NE  ,2R ,1500,1500,8/31/05,DEESE                                   ,0,2680,1650,130830,34.387773,-97.42324,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,4225,19,17,02S,02W,WJPU                          ,92,TM,C   ,SE  ,NE  ,NE  ,2R ,1500,1500,8/31/05,HOXBAR                                  ,1682,0,1650,130830,34.387773,-97.42324,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,5821,19,8,03S,02W,SGDSU                         , 65A-5 ,AC,    ,SE  ,NE  ,SE  ,2R ,2000,600,11/6/07,DEESE                                   ,2780,3900,2700,364531,34.307982,-97.42324,22182,LINN OPERATING INC                      ,                                                                                       ,
19,23688,19,8,02S,02W,WJPU                          ,178,AC,    ,SE  ,NE  ,SE  ,2R ,1550,1600,7/21/10,HOXBAR-DEESE                            ,1404,3177,1360,130830,34.395027,-97.42324,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,5852,19,9,03S,02W,SGDSU                         , 71-3  ,AC,    ,SW  ,SW  ,SW  ,2R ,2000,600,11/7/07,DEESE                                   ,2834,3748,2800,364528,34.304377,-97.42107,22182,LINN OPERATING INC                      ,                                                                                       ,
19,5864,19,16,03S,02W,SGDSU                         , 75-2  ,AC,    ,SW  ,NW  ,NW  ,2R ,2000,600,11/7/07,DEESE SAND                              ,2756,3686,2700,364530,34.30075,-97.42106,22182,LINN OPERATING INC                      ,                                                                                       ,
85,20096,85,4,06S,02W,HEWITT UNIT WSW               ,2,AC,    ,NE  ,NW  ,NW  ,2D ,690,5000,1/21/11,PONTOTOC                                ,1384,2772,1350,393168,34.070103,-97.41859,1079,EXXON MOBIL CORPORATION                 ,                                                                                       ,
19,8695,19,9,02S,02W,TATUMS DES MOINES UNIT        ,110,TM,    ,NW  ,SE  ,NW  ,2R ,800,500,10/29/02,DES MOINES                              ,1078,1390,978,422246,34.400491,-97.41671,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,13819,19,9,02S,02W,TATUMS DES MOINES UNIT        ,112,AC,    ,SW  ,SE  ,NW  ,2R ,800,500,5/19/09,PENNSYLVANIAN                           ,1528,1606,1522,422322,34.398677,-97.41671,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,8696,19,9,02S,02W,TATUMS DES MOINES UNIT        ,107,AC,    ,NE  ,NE  ,SW  ,2R ,800,500,8/12/11,DES MOINES (PENNSYLV                    ,1122,1385,1030,420698,34.396864,-97.41452,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
27,35087,27,16,08N,02W,TULLIUS UNIT                  ,2,PA,C   ,SW  ,SW  ,NE  ,2D ,1200,300,          ,WILCOX                                  ,7980,8155,7172,364995,35.168249,-97.41425,1691,PETROLEUM INC                           ,                                                                                       ,
71,20378,71,21,25N,02W,TURK                          ,3,AC,    ,NW  ,SE  ,NE  ,2D ,275,350,1/21/09,SAMS SD.                                ,1824,1830,0,391983,36.632175,-97.41248,22388,TERRITORY RESOURCES LLC                 ,                                                                                       ,
19,4100,19,9,02S,02W,HEFNER                        , 17-A  ,AC,    ,SW  ,SW  ,SE  ,2R ,600,950,5/19/09,PENN                                    ,1736,1827,1200,420448,34.391424,-97.41233,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,13748,19,9,02S,02W,HEFNER                        , 9A    ,AC,    ,SW  ,SW  ,SE  ,2R ,600,950,11/22/11,DES MOINES                              ,1160,1465,1093,425689,34.391424,-97.41233,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,6448,19,9,04S,02W,SIMPSON VOORHEES              ,18,AC,    ,C   ,SW  ,SE  ,2R ,1300,5000,10/21/10,HEWITT SANDS                            ,3086,3142,1400,367351,34.218239,-97.41123,1079,EXXON MOBIL CORPORATION                 ,                                                                                       ,
19,4102,19,9,02S,02W,HEFNER                        ,19,AC,    ,SE  ,SW  ,SE  ,2R ,600,1500,11/23/11,DES MOINES                              ,1028,1210,975,421421,34.391424,-97.41015,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
49,21674,49,10,03N,02W,GENE                          ,1,PA,    ,    ,NW  ,NW  ,2D ,1800,5000,8/11/98,CISCO                                   ,3790,3870,3775,419005,34.751879,-97.40326,17219,SNELGROOES WELL SERVICE INC             ,                                                                                       ,
19,20243,19,27,04S,02W,HEWITT HOXBAR UNIT            , 7-18  ,AC,    ,C   ,S2  ,NW  ,2R ,0,0,10/30/08,                                        ,         ,         ,           ,424858,34.181991,-97.4003,20652,WFW PRODUCTION COMPANY INC              ,                                                                                       ,
19,22432,19,10,04S,02W,JONES (WALKER)                , 1-10  ,PA,    ,SW  ,SE  ,NW  ,2D ,1000,800,4/23/92,HEWITT SAND                             ,1765,1775,1745,363631,34.224607,-97.39921,2217,TRIPLEDEE DRILLING CO INC               ,                                                                                       ,
19,4371,19,22,02S,02W,L.O. MAJORS                   ,7,AC,    ,SW  ,NW  ,SE  ,2D ,750,500,11/22/11,PENN                                    ,1023,1150,1000,420449,34.366057,-97.39486,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,4339,19,22,02S,02W,MARY HARRELL                  ,6,AC,SE  ,SW  ,SW  ,NE  ,2R ,0,0,11/9/07,                                        ,         ,         ,           ,425367,34.36923,-97.39432,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
49,39162,49,34,04N,02W,SEYMOUR                       ,1,PA,    ,NE  ,SW  ,NE  ,2D ,1400,3000,          ,DEESE & VIOLA                           ,5670,6070,5600,185555,34.778172,-97.39338,7891,GRAY JIMMY W INC                        ,                                                                                       ,
19,4365,19,22,02S,02W,SE TATUMS UNIT (MAJORS  L O 1), 3-1   ,AC,E2  ,NE  ,NW  ,SE  ,2R ,750,500,11/22/11,PENNSYLVANIA                            ,940,1104,893,421422,34.36787,-97.39213,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
49,21164,49,10,03N,02W,ALLEN                         , 1-A   ,AC,    ,SW  ,SE  ,NE  ,2D ,2000,4000,11/8/11,HUNTON & VIOLA                          ,5150,5740,5000,381532,34.747346,-97.39118,16340,A & H DISPOSAL INC                      ,                                                                                       ,
